Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2020,130.563
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2021,135.641
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2022,139.331
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2007,70.649
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2008,75.032
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2009,73.293
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2010,77.176
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2011,88.561
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2013,107.168
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2014,116.716
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2015,113.640
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2016,104.293
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2017,108.917
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2018,108.637
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2019,107.926
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2020,102.538
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2021,102.446
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),2022,104.501
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2007,105.429
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2008,102.270
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2009,95.632
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2010,95.173
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2011,98.203
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2013,101.495
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2014,103.758
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2015,108.450
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2016,108.044
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2017,110.982
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2018,111.051
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2019,113.362
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2020,113.668
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2021,115.022
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),2022,115.090
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2007,93.034
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2008,94.481
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2009,92.885
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2010,91.774
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2011,93.600
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2013,102.150
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2014,106.092
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2015,107.359
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2016,104.330
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2017,106.891
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2018,112.483
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2019,112.779
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2020,109.725
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2021,110.640
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),2022,109.857
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2007,110.094
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2008,106.308
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2009,96.179
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2010,97.000
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2011,96.612
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2013,102.183
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2014,106.938
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2015,112.248
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2016,118.100
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2017,119.773
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2018,119.921
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2019,124.090
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2020,124.828
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2021,132.462
Private nonfarm,Oregon,All workers,Real labor compensation,Index (2012=100),2022,132.620
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2007,100.561
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2008,98.839
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2009,96.481
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2010,96.836
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2011,98.399
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2013,100.480
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2014,103.038
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2015,106.480
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2016,107.037
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2017,107.598
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2018,111.615
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2019,114.650
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2020,111.908
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2021,116.180
Private nonfarm,Pennsylvania,All workers,Real labor compensation,Index (2012=100),2022,117.065
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2007,103.553
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2008,100.843
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2009,95.710
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2010,99.425
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2011,98.124
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2013,100.441
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2014,106.279
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2015,108.833
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2016,108.756
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2017,107.639
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2018,109.000
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2019,110.406
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2020,107.759
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2021,112.078
Private nonfarm,Rhode Island,All workers,Real labor compensation,Index (2012=100),2022,114.710
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2007,106.887
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2008,105.632
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2009,100.814
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2010,98.266
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2011,98.689
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2013,102.853
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2014,106.404
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2015,113.593
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2016,116.004
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2017,122.039
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2018,125.344
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2019,131.021
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2020,129.854
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2021,133.652
Private nonfarm,South Carolina,All workers,Real labor compensation,Index (2012=100),2022,138.568
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2007,99.602
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2008,99.649
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2009,97.264
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2010,97.442
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2011,101.051
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2013,101.977
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2014,105.141
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2015,112.802
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2016,115.169
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2017,119.438
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2018,116.335
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2019,119.262
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2020,125.780
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2021,131.441
Private nonfarm,South Dakota,All workers,Real labor compensation,Index (2012=100),2022,131.605
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2007,107.849
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2008,105.148
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2009,98.723
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2010,97.124
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2011,97.468
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2013,101.287
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2014,104.085
Private nonfarm,Tennessee,All workers,Real labor compensation,Index (2012=100),2015,109.505
