"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,North Carolina,All workers,Real labor compensation,% Change from previous year,N.A.,-3.5,-4.0,-1.3,-0.1,3.9,-0.4,4.2,6.4,2.4,3.5,3.9,5.4,1.8,3.9,2.7
Private nonfarm,North Carolina,All workers,Unit labor costs,% Change from previous year,N.A.,-1.9,0.5,0.5,2.0,4.6,-0.4,2.9,2.7,1.8,2.0,4.2,3.5,3.5,2.9,8.6
Private nonfarm,North Dakota,All workers,Labor productivity,Index (2012=100),74.926,79.348,84.266,87.705,91.179,100.000,101.217,108.346,109.312,107.069,109.068,111.117,112.825,118.427,117.301,111.342
Private nonfarm,North Dakota,All workers,Real value-added output,Index (2012=100),57.316,62.112,62.908,69.024,80.960,100.000,106.742,118.740,113.699,103.000,106.537,110.564,113.338,106.442,107.115,105.422
Private nonfarm,North Dakota,All workers,Hours worked,Index (2012=100),76.497,78.278,74.654,78.700,88.793,100.000,105.459,109.593,104.013,96.200,97.679,99.503,100.454,89.880,91.316,94.683
Private nonfarm,North Dakota,All workers,Employment,Index (2012=100),81.795,85.131,83.019,85.386,91.487,100.000,103.715,107.360,104.826,99.319,98.788,99.604,100.974,93.589,94.033,96.832
Private nonfarm,North Dakota,All workers,Output per worker,Index (2012=100),70.073,72.961,75.776,80.837,88.494,100.000,102.919,110.600,108.464,103.706,107.844,111.004,112.245,113.734,113.912,108.872
Private nonfarm,North Dakota,All workers,Real hourly compensation,Index (2012=100),92.355,95.852,98.178,98.064,99.738,100.000,101.620,106.499,109.255,108.412,111.505,109.180,107.438,114.083,112.189,110.369
Private nonfarm,North Dakota,All workers,Hourly compensation,Index (2012=100),77.144,83.173,87.381,90.186,94.175,100.000,102.407,109.489,111.695,110.883,112.499,116.149,119.126,126.519,128.748,137.032
Private nonfarm,North Dakota,All workers,Value-added output price deflator,Index (2012=100),91.612,93.999,94.280,96.003,98.374,100.000,102.494,104.063,98.866,98.420,102.599,107.012,105.475,100.351,117.568,136.851
Private nonfarm,North Dakota,All workers,Labor compensation,Index (2012=100),59.012,65.107,65.233,70.976,83.620,100.000,107.997,119.992,116.178,106.670,109.889,115.572,119.667,113.716,117.568,129.746
Private nonfarm,North Dakota,All workers,Real labor compensation,Index (2012=100),70.649,75.032,73.293,77.176,88.561,100.000,107.168,116.716,113.640,104.293,108.917,108.637,107.926,102.538,102.446,104.501
Private nonfarm,North Dakota,All workers,Unit labor costs,Index (2012=100),102.960,104.821,103.696,102.829,103.286,100.000,101.175,101.055,102.180,103.563,103.146,104.529,105.584,106.833,109.759,123.073
Private nonfarm,North Dakota,All workers,Employment,Thousands of jobs,309.5,322.2,314.2,323.1,346.2,378.4,392.5,406.3,396.7,375.8,373.8,376.9,382.1,354.2,355.8,366.4
Private nonfarm,North Dakota,All workers,Hours worked,Millions of hours,513.843,525.812,501.462,528.642,596.439,671.720,708.389,736.158,698.678,646.195,656.131,668.379,674.772,603.741,613.389,636.005
Private nonfarm,North Dakota,All workers,Real labor compensation,Millions of 2012 dollars,"15,853.424","16,836.955","16,446.820","17,318.102","19,872.800","22,439.776","24,048.191","26,190.705","25,500.549","23,403.021","24,440.754","24,377.837","24,218.381","23,009.257","22,988.739","23,449.690"
Private nonfarm,North Dakota,All workers,Value-added output,Millions of current dollars,"20,897.012","23,235.668","23,603.640","26,371.539","31,696.254","39,797.401","43,540.313","49,175.251","44,736.175","40,343.948","43,500.891","47,087.086","47,575.371","42,510.028","50,118.136","57,416.183"
Private nonfarm,North Dakota,All workers,Labor compensation,Millions of current dollars,"12,386.554","13,665.707","13,692.243","14,897.794","17,551.703","20,989.764","22,668.305","25,186.062","24,385.431","22,389.732","23,065.360","24,258.235","25,117.907","23,868.617","24,677.235","27,233.453"
Private nonfarm,North Dakota,All workers,Real hourly compensation,2012 dollars per hour worked,30.853,32.021,32.798,32.760,33.319,33.406,33.948,35.578,36.498,36.217,37.250,36.473,35.891,38.111,37.478,36.870
Private nonfarm,North Dakota,All workers,Hourly compensation,Current dollars per hour worked,24.106,25.990,27.305,28.181,29.427,31.248,32.000,34.213,34.902,34.649,35.154,36.294,37.224,39.535,40.231,42.820
Private nonfarm,North Dakota,All workers,Labor productivity,% Change from previous year,N.A.,5.9,6.2,4.1,4.0,9.7,1.2,7.0,0.9,-2.1,1.9,1.9,1.5,5.0,-1.0,-5.1
Private nonfarm,North Dakota,All workers,Real value-added output,% Change from previous year,N.A.,8.4,1.3,9.7,17.3,23.5,6.7,11.2,-4.2,-9.4,3.4,3.8,2.5,-6.1,0.6,-1.6
Private nonfarm,North Dakota,All workers,Hours worked,% Change from previous year,N.A.,2.3,-4.6,5.4,12.8,12.6,5.5,3.9,-5.1,-7.5,1.5,1.9,1.0,-10.5,1.6,3.7
Private nonfarm,North Dakota,All workers,Employment,% Change from previous year,N.A.,4.1,-2.5,2.9,7.1,9.3,3.7,3.5,-2.4,-5.3,-0.5,0.8,1.4,-7.3,0.5,3.0
Private nonfarm,North Dakota,All workers,Output per worker,% Change from previous year,N.A.,4.1,3.9,6.7,9.5,13.0,2.9,7.5,-1.9,-4.4,4.0,2.9,1.1,1.3,0.2,-4.4
Private nonfarm,North Dakota,All workers,Real hourly compensation,% Change from previous year,N.A.,3.8,2.4,-0.1,1.7,0.3,1.6,4.8,2.6,-0.8,2.9,-2.1,-1.6,6.2,-1.7,-1.6
Private nonfarm,North Dakota,All workers,Hourly compensation,% Change from previous year,N.A.,7.8,5.1,3.2,4.4,6.2,2.4,6.9,2.0,-0.7,1.5,3.2,2.6,6.2,1.8,6.4
Private nonfarm,North Dakota,All workers,Value-added output,% Change from previous year,N.A.,11.2,1.6,11.7,20.2,25.6,9.4,12.9,-9.0,-9.8,7.8,8.2,1.0,-10.6,17.9,14.6
Private nonfarm,North Dakota,All workers,Value-added output price deflator,% Change from previous year,N.A.,2.6,0.3,1.8,2.5,1.7,2.5,1.5,-5.0,-0.5,4.2,4.3,-1.4,-4.9,17.2,16.4
Private nonfarm,North Dakota,All workers,Labor compensation,% Change from previous year,N.A.,10.3,0.2,8.8,17.8,19.6,8.0,11.1,-3.2,-8.2,3.0,5.2,3.5,-5.0,3.4,10.4
Private nonfarm,North Dakota,All workers,Real labor compensation,% Change from previous year,N.A.,6.2,-2.3,5.3,14.8,12.9,7.2,8.9,-2.6,-8.2,4.4,-0.3,-0.7,-5.0,-0.1,2.0
Private nonfarm,North Dakota,All workers,Unit labor costs,% Change from previous year,N.A.,1.8,-1.1,-0.8,0.4,-3.2,1.2,-0.1,1.1,1.4,-0.4,1.3,1.0,1.2,2.7,12.1
Private nonfarm,Ohio,All workers,Labor productivity,Index (2012=100),96.839,96.837,99.059,100.865,102.432,100.000,101.285,104.302,103.006,104.040,105.175,105.122,107.665,111.120,116.291,114.737
Private nonfarm,Ohio,All workers,Real value-added output,Index (2012=100),99.893,98.276,92.332,94.849,98.765,100.000,102.434,106.817,108.144,109.109,111.166,111.880,115.403,111.519,119.564,121.506
Private nonfarm,Ohio,All workers,Hours worked,Index (2012=100),103.153,101.486,93.210,94.035,96.420,100.000,101.135,102.411,104.988,104.872,105.696,106.429,107.187,100.359,102.814,105.900
Private nonfarm,Ohio,All workers,Employment,Index (2012=100),104.240,102.777,97.097,96.070,97.608,100.000,101.015,102.216,104.371,104.329,105.547,106.573,107.227,101.047,103.276,105.987
Private nonfarm,Ohio,All workers,Output per worker,Index (2012=100),95.829,95.621,95.093,98.728,101.185,100.000,101.405,104.501,103.615,104.581,105.323,104.979,107.625,110.364,115.771,114.643
Private nonfarm,Ohio,All workers,Real hourly compensation,Index (2012=100),102.206,100.773,102.599,101.210,101.850,100.000,100.356,101.316,103.297,103.024,105.001,104.343,105.761,113.261,111.873,108.679
Private nonfarm,Ohio,All workers,Hourly compensation,Index (2012=100),91.597,93.819,96.137,96.329,98.943,100.000,101.995,104.599,105.911,107.232,110.723,113.909,117.989,126.300,131.220,137.912
Private nonfarm,Ohio,All workers,Value-added output price deflator,Index (2012=100),91.373,92.608,94.445,95.460,97.483,100.000,101.598,103.367,105.039,106.152,108.057,110.787,112.730,113.734,118.729,127.328
Private nonfarm,Ohio,All workers,Labor compensation,Index (2012=100),94.485,95.212,89.609,90.583,95.400,100.000,103.153,107.120,111.194,112.456,117.029,121.232,126.468,126.754,134.914,146.049
Private nonfarm,Ohio,All workers,Real labor compensation,Index (2012=100),105.429,102.270,95.632,95.173,98.203,100.000,101.495,103.758,108.450,108.044,110.982,111.051,113.362,113.668,115.022,115.090
Private nonfarm,Ohio,All workers,Unit labor costs,Index (2012=100),94.586,96.883,97.050,95.503,96.594,100.000,100.702,100.284,102.820,103.068,105.274,108.359,109.589,113.661,112.838,120.199
Private nonfarm,Ohio,All workers,Employment,Thousands of jobs,4992.1,4922.1,4650.1,4600.9,4674.5,4789.1,4837.7,4895.2,4998.4,4996.4,5054.7,5103.9,5135.2,4839.2,4946.0,5075.8
Private nonfarm,Ohio,All workers,Hours worked,Millions of hours,"8,384.994","8,249.443","7,576.742","7,643.841","7,837.650","8,128.688","8,220.967","8,324.647","8,534.150","8,524.735","8,591.697","8,651.242","8,712.880","8,157.848","8,357.469","8,608.246"
Private nonfarm,Ohio,All workers,Real labor compensation,Millions of 2012 dollars,"297,204.004","288,300.365","269,588.166","268,294.079","276,834.515","281,900.325","286,114.400","292,495.195","305,719.846","304,576.323","312,858.058","313,051.947","319,566.843","320,429.331","324,247.228","324,439.592"
Private nonfarm,Ohio,All workers,Value-added output,Millions of current dollars,"403,296.132","402,132.093","385,306.591","400,061.077","425,408.374","441,849.092","459,840.080","487,861.464","501,908.661","511,752.642","530,760.581","547,663.603","574,817.553","560,419.035","627,237.806","683,587.718"
Private nonfarm,Ohio,All workers,Labor compensation,Millions of current dollars,"247,388.804","249,293.935","234,622.176","237,173.261","249,785.736","261,829.346","270,085.225","280,471.841","291,137.836","294,444.112","306,417.188","317,420.272","331,130.997","331,877.986","353,243.453","382,398.303"
Private nonfarm,Ohio,All workers,Real hourly compensation,2012 dollars per hour worked,35.445,34.948,35.581,35.099,35.321,34.680,34.803,35.136,35.823,35.729,36.414,36.186,36.678,39.279,38.797,37.689
Private nonfarm,Ohio,All workers,Hourly compensation,Current dollars per hour worked,29.504,30.219,30.966,31.028,31.870,32.211,32.853,33.692,34.114,34.540,35.664,36.691,38.005,40.682,42.267,44.422
Private nonfarm,Ohio,All workers,Labor productivity,% Change from previous year,N.A.,0.0,2.3,1.8,1.6,-2.4,1.3,3.0,-1.2,1.0,1.1,-0.1,2.4,3.2,4.7,-1.3
Private nonfarm,Ohio,All workers,Real value-added output,% Change from previous year,N.A.,-1.6,-6.0,2.7,4.1,1.3,2.4,4.3,1.2,0.9,1.9,0.6,3.1,-3.4,7.2,1.6
Private nonfarm,Ohio,All workers,Hours worked,% Change from previous year,N.A.,-1.6,-8.2,0.9,2.5,3.7,1.1,1.3,2.5,-0.1,0.8,0.7,0.7,-6.4,2.4,3.0
Private nonfarm,Ohio,All workers,Employment,% Change from previous year,N.A.,-1.4,-5.5,-1.1,1.6,2.5,1.0,1.2,2.1,0.0,1.2,1.0,0.6,-5.8,2.2,2.6
Private nonfarm,Ohio,All workers,Output per worker,% Change from previous year,N.A.,-0.2,-0.6,3.8,2.5,-1.2,1.4,3.1,-0.8,0.9,0.7,-0.3,2.5,2.5,4.9,-1.0
Private nonfarm,Ohio,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.4,1.8,-1.4,0.6,-1.8,0.4,1.0,2.0,-0.3,1.9,-0.6,1.4,7.1,-1.2,-2.9
Private nonfarm,Ohio,All workers,Hourly compensation,% Change from previous year,N.A.,2.4,2.5,0.2,2.7,1.1,2.0,2.6,1.3,1.2,3.3,2.9,3.6,7.0,3.9,5.1
Private nonfarm,Ohio,All workers,Value-added output,% Change from previous year,N.A.,-0.3,-4.2,3.8,6.3,3.9,4.1,6.1,2.9,2.0,3.7,3.2,5.0,-2.5,11.9,9.0
Private nonfarm,Ohio,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.4,2.0,1.1,2.1,2.6,1.6,1.7,1.6,1.1,1.8,2.5,1.8,0.9,4.4,7.2
Private nonfarm,Ohio,All workers,Labor compensation,% Change from previous year,N.A.,0.8,-5.9,1.1,5.3,4.8,3.2,3.8,3.8,1.1,4.1,3.6,4.3,0.2,6.4,8.3
Private nonfarm,Ohio,All workers,Real labor compensation,% Change from previous year,N.A.,-3.0,-6.5,-0.5,3.2,1.8,1.5,2.2,4.5,-0.4,2.7,0.1,2.1,0.3,1.2,0.1
Private nonfarm,Ohio,All workers,Unit labor costs,% Change from previous year,N.A.,2.4,0.2,-1.6,1.1,3.5,0.7,-0.4,2.5,0.2,2.1,2.9,1.1,3.7,-0.7,6.5
Private nonfarm,Oklahoma,All workers,Labor productivity,Index (2012=100),90.037,92.580,95.265,94.050,97.850,100.000,101.203,106.274,113.171,110.426,108.671,107.426,110.127,110.910,108.568,107.466
Private nonfarm,Oklahoma,All workers,Real value-added output,Index (2012=100),87.918,92.594,90.517,89.563,93.500,100.000,102.314,110.347,115.612,112.867,113.454,115.676,118.291,111.643,112.469,111.501
Private nonfarm,Oklahoma,All workers,Hours worked,Index (2012=100),97.646,100.015,95.017,95.229,95.555,100.000,101.097,103.833,102.157,102.210,104.401,107.680,107.413,100.661,103.593,103.755
Private nonfarm,Oklahoma,All workers,Employment,Index (2012=100),99.442,100.635,96.846,95.674,96.558,100.000,102.122,104.170,103.894,104.020,104.617,107.990,107.283,102.982,105.485,105.788
Private nonfarm,Oklahoma,All workers,Output per worker,Index (2012=100),88.411,92.010,93.465,93.613,96.833,100.000,100.188,105.930,111.280,108.505,108.447,107.118,110.261,108.411,106.621,105.400
Private nonfarm,Oklahoma,All workers,Real hourly compensation,Index (2012=100),95.277,94.468,97.757,96.372,97.954,100.000,101.042,102.176,105.092,102.074,102.385,104.461,104.995,109.004,106.803,105.880
Private nonfarm,Oklahoma,All workers,Hourly compensation,Index (2012=100),84.677,87.217,88.966,90.803,95.743,100.000,102.748,105.810,108.400,106.687,107.740,111.243,113.563,119.696,123.484,132.443
Private nonfarm,Oklahoma,All workers,Value-added output price deflator,Index (2012=100),94.535,101.226,91.168,96.387,100.501,100.000,102.772,103.554,91.777,90.518,95.278,100.127,98.020,93.556,108.080,124.033
Private nonfarm,Oklahoma,All workers,Labor compensation,Index (2012=100),82.684,87.229,84.533,86.471,91.488,100.000,103.876,109.866,110.738,109.045,112.482,119.786,121.982,120.487,127.921,137.417
Private nonfarm,Oklahoma,All workers,Real labor compensation,Index (2012=100),93.034,94.481,92.885,91.774,93.600,100.000,102.150,106.092,107.359,104.330,106.891,112.483,112.779,109.725,110.640,109.857
Private nonfarm,Oklahoma,All workers,Unit labor costs,Index (2012=100),94.046,94.206,93.388,96.548,97.847,100.000,101.526,99.563,95.784,96.614,99.144,103.553,103.120,107.921,113.739,123.242
Private nonfarm,Oklahoma,All workers,Employment,Thousands of jobs,1377.4,1393.9,1341.4,1325.2,1337.5,1385.1,1414.5,1442.9,1439.1,1440.8,1449.1,1495.8,1486.0,1426.4,1461.1,1465.3
Private nonfarm,Oklahoma,All workers,Hours worked,Millions of hours,"2,402.102","2,460.362","2,337.414","2,342.633","2,350.656","2,460.001","2,486.998","2,554.288","2,513.067","2,514.371","2,568.274","2,648.920","2,642.366","2,476.260","2,548.387","2,552.381"
Private nonfarm,Oklahoma,All workers,Real labor compensation,Millions of 2012 dollars,"72,546.663","73,675.045","72,430.511","71,564.164","72,987.494","77,978.345","79,655.254","82,728.735","83,716.952","81,354.486","83,352.024","87,712.662","87,943.079","85,561.547","86,275.119","85,664.286"
Private nonfarm,Oklahoma,All workers,Value-added output,Millions of current dollars,"112,524.859","126,897.410","111,725.776","116,876.140","127,222.192","135,387.376","142,359.716","154,706.215","143,653.384","138,318.873","146,349.284","156,810.376","156,980.909","141,411.502","164,571.431","187,238.946"
Private nonfarm,Oklahoma,All workers,Labor compensation,Millions of current dollars,"59,313.156","62,574.175","60,639.535","62,029.904","65,628.721","71,735.157","74,515.380","78,812.205","79,438.276","78,223.518","80,689.489","85,928.485","87,504.094","86,431.553","91,764.109","98,576.036"
Private nonfarm,Oklahoma,All workers,Real hourly compensation,2012 dollars per hour worked,30.201,29.945,30.987,30.549,31.050,31.698,32.029,32.388,33.313,32.356,32.454,33.113,33.282,34.553,33.855,33.563
Private nonfarm,Oklahoma,All workers,Hourly compensation,Current dollars per hour worked,24.692,25.433,25.943,26.479,27.919,29.161,29.962,30.855,31.610,31.111,31.418,32.439,33.116,34.904,36.009,38.621
Private nonfarm,Oklahoma,All workers,Labor productivity,% Change from previous year,N.A.,2.8,2.9,-1.3,4.0,2.2,1.2,5.0,6.5,-2.4,-1.6,-1.1,2.5,0.7,-2.1,-1.0
Private nonfarm,Oklahoma,All workers,Real value-added output,% Change from previous year,N.A.,5.3,-2.2,-1.1,4.4,7.0,2.3,7.9,4.8,-2.4,0.5,2.0,2.3,-5.6,0.7,-0.9
Private nonfarm,Oklahoma,All workers,Hours worked,% Change from previous year,N.A.,2.4,-5.0,0.2,0.3,4.7,1.1,2.7,-1.6,0.1,2.1,3.1,-0.2,-6.3,2.9,0.2
Private nonfarm,Oklahoma,All workers,Employment,% Change from previous year,N.A.,1.2,-3.8,-1.2,0.9,3.6,2.1,2.0,-0.3,0.1,0.6,3.2,-0.7,-4.0,2.4,0.3
Private nonfarm,Oklahoma,All workers,Output per worker,% Change from previous year,N.A.,4.1,1.6,0.2,3.4,3.3,0.2,5.7,5.1,-2.5,-0.1,-1.2,2.9,-1.7,-1.7,-1.1
Private nonfarm,Oklahoma,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.8,3.5,-1.4,1.6,2.1,1.0,1.1,2.9,-2.9,0.3,2.0,0.5,3.8,-2.0,-0.9
Private nonfarm,Oklahoma,All workers,Hourly compensation,% Change from previous year,N.A.,3.0,2.0,2.1,5.4,4.4,2.7,3.0,2.4,-1.6,1.0,3.2,2.1,5.4,3.2,7.3
Private nonfarm,Oklahoma,All workers,Value-added output,% Change from previous year,N.A.,12.8,-12.0,4.6,8.9,6.4,5.1,8.7,-7.1,-3.7,5.8,7.1,0.1,-9.9,16.4,13.8
Private nonfarm,Oklahoma,All workers,Value-added output price deflator,% Change from previous year,N.A.,7.1,-9.9,5.7,4.3,-0.5,2.8,0.8,-11.4,-1.4,5.3,5.1,-2.1,-4.6,15.5,14.8
Private nonfarm,Oklahoma,All workers,Labor compensation,% Change from previous year,N.A.,5.5,-3.1,2.3,5.8,9.3,3.9,5.8,0.8,-1.5,3.2,6.5,1.8,-1.2,6.2,7.4
Private nonfarm,Oklahoma,All workers,Real labor compensation,% Change from previous year,N.A.,1.6,-1.7,-1.2,2.0,6.8,2.2,3.9,1.2,-2.8,2.5,5.2,0.3,-2.7,0.8,-0.7
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,N.A.,0.2,-0.9,3.4,1.3,2.2,1.5,-1.9,-3.8,0.9,2.6,4.4,-0.4,4.7,5.4,8.4
Private nonfarm,Oregon,All workers,Labor productivity,Index (2012=100),88.744,93.620,97.815,99.438,100.730,100.000,100.099,99.956,102.008,103.014,105.109,108.020,108.814,117.171,120.862,118.598
Private nonfarm,Oregon,All workers,Real value-added output,Index (2012=100),96.853,98.278,92.567,95.021,98.389,100.000,101.244,104.890,110.541,115.853,120.798,127.196,129.747,127.444,136.438,141.065
Private nonfarm,Oregon,All workers,Hours worked,Index (2012=100),109.137,104.975,94.634,95.558,97.676,100.000,101.144,104.936,108.365,112.464,114.926,117.753,119.237,108.768,112.888,118.944
Private nonfarm,Oregon,All workers,Employment,Index (2012=100),107.126,105.389,97.302,95.744,97.704,100.000,101.554,104.773,107.527,111.862,113.954,116.963,118.837,110.816,114.549,119.735
Private nonfarm,Oregon,All workers,Output per worker,Index (2012=100),90.410,93.253,95.134,99.244,100.701,100.000,99.695,100.112,102.803,103.567,106.006,108.749,109.180,115.005,119.108,117.814
Private nonfarm,Oregon,All workers,Real hourly compensation,Index (2012=100),100.877,101.269,101.633,101.509,98.911,100.000,101.028,101.907,103.583,105.012,104.217,101.841,104.070,114.766,117.340,111.498
Private nonfarm,Oregon,All workers,Hourly compensation,Index (2012=100),88.458,92.250,94.406,94.788,95.831,100.000,101.880,103.615,106.811,108.568,112.508,116.050,119.968,133.290,142.246,146.234
Private nonfarm,Oregon,All workers,Value-added output price deflator,Index (2012=100),95.957,95.933,97.434,97.536,98.198,100.000,101.739,103.395,105.225,106.350,107.660,109.421,111.551,113.476,117.626,125.622
